raw_row_number,date,time,location,county_name,subject_age,subject_race,subject_sex,officer_id_hash,department_name,type,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_frisk,reason_for_search,reason_for_stop,raw_Ethnicity,raw_Race,raw_action_description
19179485,2015-03-25,19:40:00,"nan, Durham County",Durham County,32,black,female,ed0b769ec1,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Investigation,N,B,Citation Issued
19179486,2015-03-25,19:52:00,"nan, Durham County",Durham County,52,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,N,B,Citation Issued
19179487,2015-03-25,21:20:00,"nan, Durham County",Durham County,50,black,male,3dc8602d15,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Verbal Warning
19179488,2015-03-25,20:55:00,"nan, Durham County",Durham County,31,black,male,45a23d6caf,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Verbal Warning
19179489,2015-03-25,21:10:00,"nan, Durham County",Durham County,28,black,male,3190f7fb63,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Written Warning
19179490,2015-03-25,21:37:00,"nan, Durham County",Durham County,64,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Verbal Warning
19179491,2015-03-25,21:30:00,"nan, Durham County",Durham County,47,black,male,c3ebd93303,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Verbal Warning
19179492,2015-03-25,21:52:00,"nan, Durham County",Durham County,22,black,female,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179493,2015-03-25,22:02:00,"nan, Durham County",Durham County,28,white,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Verbal Warning
19179494,2015-03-25,22:26:00,"nan, Durham County",Durham County,47,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179495,2015-03-25,23:00:00,"nan, Durham County",Durham County,22,black,female,6149f025f4,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179496,2015-03-25,23:09:00,"nan, Durham County",Durham County,32,black,female,53046061b6,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179497,2015-03-25,22:20:00,"nan, Durham County",Durham County,61,black,female,911d189236,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Verbal Warning
19179498,2015-03-25,23:40:00,"nan, Durham County",Durham County,25,black,male,911d189236,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179519,2015-03-25,19:00:00,"nan, Durham County",Durham County,39,white,female,f34c90a7cd,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179528,2015-03-25,14:30:00,"nan, Durham County",Durham County,63,white,male,d050853470,Durham Police Department,vehicular,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,W,No Action Taken
19180704,2015-03-25,03:57:00,"nan, Durham County",Durham County,31,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Observation of Suspected Contraband,Speed Limit Violation,N,B,Citation Issued
19180705,2015-03-25,02:55:00,"nan, Durham County",Durham County,34,black,male,b942632983,Durham Police Department,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,probable cause,NA,Observation of Suspected Contraband|Suspicious Movement,Speed Limit Violation,N,B,On-View Arrest
19180707,2015-03-25,16:30:00,"nan, Durham County",Durham County,43,hispanic,male,fd22b058dc,Durham Police Department,vehicular,TRUE,FALSE,FALSE,arrest,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Erratic/Suspicious Behavior|Informant Tip,Vehicle Regulatory Violation,H,W,On-View Arrest
19180708,2015-03-25,23:03:00,"nan, Durham County",Durham County,28,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,consent,NA,Suspicious Movement,Other Motor Vehicle Violation,N,B,Verbal Warning
19180709,2015-03-25,21:20:00,"nan, Durham County",Durham County,32,black,male,ce747410a8,Durham Police Department,vehicular,TRUE,FALSE,FALSE,arrest,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Observation of Suspected Contraband,Investigation,N,B,On-View Arrest
19179135,2015-03-26,08:15:00,"nan, Durham County",Durham County,17,white,female,07ca9fd59e,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179136,2015-03-26,08:25:00,"nan, Durham County",Durham County,27,white,female,07ca9fd59e,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179137,2015-03-26,09:13:00,"nan, Durham County",Durham County,25,black,female,fb609ad5ac,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,N,B,Verbal Warning
19179138,2015-03-26,08:51:00,"nan, Durham County",Durham County,24,hispanic,female,43578191ea,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,H,W,Citation Issued
19179139,2015-03-26,09:41:00,"nan, Durham County",Durham County,50,black,male,c48db09481,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Verbal Warning
19179140,2015-03-26,08:45:00,"nan, Durham County",Durham County,34,hispanic,male,6d9e788bb4,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,H,W,Written Warning
19179141,2015-03-26,09:20:00,"nan, Durham County",Durham County,16,hispanic,female,6d9e788bb4,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,H,W,Written Warning
19179142,2015-03-26,09:44:00,"nan, Durham County",Durham County,29,unknown,male,8fbd51c440,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,U,Verbal Warning
19179143,2015-03-26,10:10:00,"nan, Durham County",Durham County,30,black,female,8fbd51c440,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179144,2015-03-26,10:22:00,"nan, Durham County",Durham County,32,black,male,8fbd51c440,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Verbal Warning
19179146,2015-03-26,11:01:00,"nan, Durham County",Durham County,55,black,male,feb2107afd,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Citation Issued
19179147,2015-03-26,12:03:00,"nan, Durham County",Durham County,47,black,female,07ca9fd59e,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179148,2015-03-26,12:19:00,"nan, Durham County",Durham County,43,white,male,b16b4f95ed,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,N,W,Written Warning
19179149,2015-03-26,13:10:00,"nan, Durham County",Durham County,56,white,female,6872d24619,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Verbal Warning
19179150,2015-03-26,13:06:00,"nan, Durham County",Durham County,27,white,female,e9dcbbe80e,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,W,Written Warning
19179151,2015-03-26,13:21:00,"nan, Durham County",Durham County,60,white,male,a4fd1e44d7,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Verbal Warning
19179153,2015-03-26,11:30:00,"nan, Durham County",Durham County,37,black,male,12853db066,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Checkpoint,N,B,Citation Issued
19179154,2015-03-26,16:09:00,"nan, Durham County",Durham County,29,black,male,07ca9fd59e,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179155,2015-03-26,15:30:00,"nan, Durham County",Durham County,24,black,female,f7853f5c80,Durham Police Department,vehicular,TRUE,FALSE,FALSE,arrest,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Other Motor Vehicle Violation,N,B,On-View Arrest
19179156,2015-03-26,11:51:00,"nan, Durham County",Durham County,35,white,male,3fc181b2d9,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179157,2015-03-26,10:20:00,"nan, Durham County",Durham County,63,black,female,3fc181b2d9,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Verbal Warning
19179158,2015-03-26,12:22:00,"nan, Durham County",Durham County,26,black,male,3fc181b2d9,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Citation Issued
19179159,2015-03-26,16:42:00,"nan, Durham County",Durham County,25,black,male,b16b4f95ed,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Citation Issued
19179160,2015-03-26,17:30:00,"nan, Durham County",Durham County,53,black,female,a02f1e5e87,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179161,2015-03-26,19:00:00,"nan, Durham County",Durham County,41,black,male,f2756c1e52,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Verbal Warning
19179162,2015-03-26,19:45:00,"nan, Durham County",Durham County,40,black,female,c6d56079f3,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,N,B,Verbal Warning
19179163,2015-03-26,19:40:00,"nan, Durham County",Durham County,41,black,female,c3ebd93303,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Verbal Warning
19179164,2015-03-26,19:29:00,"nan, Durham County",Durham County,65,black,male,c9e01c5261,Durham Police Department,vehicular,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Investigation,N,B,No Action Taken
19179165,2015-03-26,20:00:00,"nan, Durham County",Durham County,31,black,female,c3ebd93303,Durham Police Department,vehicular,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Investigation,N,B,No Action Taken
19179166,2015-03-26,19:58:00,"nan, Durham County",Durham County,48,black,female,c9e01c5261,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179167,2015-03-26,12:57:00,"nan, Durham County",Durham County,35,white,male,5d8b03f925,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Verbal Warning
19179168,2015-03-26,20:00:00,"nan, Durham County",Durham County,30,black,male,3dc8602d15,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179169,2015-03-26,20:20:00,"nan, Durham County",Durham County,35,black,male,a4d178e9f0,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Written Warning
19179170,2015-03-26,20:35:00,"nan, Durham County",Durham County,32,black,female,2e7a267511,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Verbal Warning
19179171,2015-03-26,20:33:00,"nan, Durham County",Durham County,25,white,male,5dc5cd68cd,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,W,Citation Issued
19179172,2015-03-26,20:30:00,"nan, Durham County",Durham County,28,black,male,ce747410a8,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179173,2015-03-26,20:50:00,"nan, Durham County",Durham County,20,black,male,b12df7c80f,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Verbal Warning
19179174,2015-03-26,20:45:00,"nan, Durham County",Durham County,26,black,male,a4d178e9f0,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179175,2015-03-26,21:00:00,"nan, Durham County",Durham County,33,hispanic,male,b12df7c80f,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,H,W,Citation Issued
19179176,2015-03-26,21:15:00,"nan, Durham County",Durham County,24,black,male,5dc5cd68cd,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Verbal Warning
19179177,2015-03-26,21:34:00,"nan, Durham County",Durham County,35,hispanic,male,8fc014d629,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Investigation,H,W,Citation Issued
19179178,2015-03-26,20:42:00,"nan, Durham County",Durham County,28,black,male,0e55c98bd1,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,N,B,Citation Issued
19179179,2015-03-26,21:07:00,"nan, Durham County",Durham County,41,black,male,b0b43009dc,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Citation Issued
19179180,2015-03-26,22:11:00,"nan, Durham County",Durham County,49,black,male,c6d56079f3,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Verbal Warning
19179181,2015-03-26,22:15:00,"nan, Durham County",Durham County,33,hispanic,male,c3ebd93303,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,H,W,Citation Issued
19179182,2015-03-26,22:03:00,"nan, Durham County",Durham County,33,hispanic,male,8fc014d629,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,H,W,Citation Issued
19179183,2015-03-26,22:48:00,"nan, Durham County",Durham County,44,black,male,8fc014d629,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179499,2015-03-26,00:28:00,"nan, Durham County",Durham County,21,black,female,a4d178e9f0,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Citation Issued
19179500,2015-03-26,00:26:00,"nan, Durham County",Durham County,25,black,male,058a1df3b3,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Verbal Warning
19179501,2015-03-26,00:48:00,"nan, Durham County",Durham County,32,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179502,2015-03-26,00:45:00,"nan, Durham County",Durham County,37,black,male,3190f7fb63,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Written Warning
19179503,2015-03-26,02:15:00,"nan, Durham County",Durham County,17,black,male,ed0b769ec1,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,N,B,Citation Issued
19179504,2015-03-26,02:46:00,"nan, Durham County",Durham County,43,white,female,7c4673a6eb,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,W,Citation Issued
19179505,2015-03-26,05:32:00,"nan, Durham County",Durham County,37,black,male,c0b31bf1de,Durham Police Department,vehicular,TRUE,FALSE,FALSE,arrest,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,On-View Arrest
19179506,2015-03-26,07:10:00,"nan, Durham County",Durham County,30,hispanic,female,a38f3216c6,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,H,W,Citation Issued
19179507,2015-03-26,07:55:00,"nan, Durham County",Durham County,32,asian/pacific islander,female,07ca9fd59e,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,A,Citation Issued
19179508,2015-03-26,07:45:00,"nan, Durham County",Durham County,52,white,female,07ca9fd59e,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179509,2015-03-26,22:50:00,"nan, Durham County",Durham County,41,black,male,c3ebd93303,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Citation Issued
19179510,2015-03-26,23:50:00,"nan, Durham County",Durham County,30,black,female,b12df7c80f,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179511,2015-03-26,23:27:00,"nan, Durham County",Durham County,34,black,male,f34c90a7cd,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179513,2015-03-26,18:16:00,"nan, Durham County",Durham County,54,white,male,45a23d6caf,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Verbal Warning
19179514,2015-03-26,20:20:00,"nan, Durham County",Durham County,21,black,male,45a23d6caf,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179515,2015-03-26,21:50:00,"nan, Durham County",Durham County,33,hispanic,male,45a23d6caf,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,H,W,Citation Issued
19179516,2015-03-26,22:15:00,"nan, Durham County",Durham County,17,black,female,45a23d6caf,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Verbal Warning
19179518,2015-03-26,00:43:00,"nan, Durham County",Durham County,22,black,male,f34c90a7cd,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Citation Issued
19179655,2015-03-26,17:44:00,"nan, Durham County",Durham County,60,black,male,8aba03620f,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Investigation,N,B,Verbal Warning
19179658,2015-03-26,21:15:00,"nan, Durham County",Durham County,65,black,male,2e7a267511,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Verbal Warning
19179659,2015-03-26,23:00:00,"nan, Durham County",Durham County,64,black,male,2e7a267511,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Investigation,N,B,Verbal Warning
19180690,2015-03-26,01:45:00,"nan, Durham County",Durham County,21,black,male,b942632983,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Observation of Suspected Contraband,Speed Limit Violation,N,B,Citation Issued
19180710,2015-03-26,00:24:00,"nan, Durham County",Durham County,24,black,male,b0b43009dc,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Suspicious Movement,Vehicle Equipment Violation,N,B,Verbal Warning
19180711,2015-03-26,01:35:00,"nan, Durham County",Durham County,26,black,male,3190f7fb63,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Erratic/Suspicious Behavior,Vehicle Regulatory Violation,N,B,Citation Issued
19180718,2015-03-26,00:01:00,"nan, Durham County",Durham County,35,black,female,c9e01c5261,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Erratic/Suspicious Behavior|Observation of Suspected Contraband|Informant Tip,Vehicle Regulatory Violation,N,B,Verbal Warning
19180723,2015-03-26,22:27:00,"nan, Durham County",Durham County,25,black,male,8aba03620f,Durham Police Department,vehicular,TRUE,FALSE,FALSE,arrest,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Witness Observation,Investigation,N,B,On-View Arrest
19180724,2015-03-26,17:56:00,"nan, Durham County",Durham County,27,black,female,8aba03620f,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,other,NA,Suspicious Movement,Vehicle Regulatory Violation,N,B,Verbal Warning
19179512,2015-03-27,01:02:00,"nan, Durham County",Durham County,25,black,male,a4d178e9f0,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179517,2015-03-27,03:06:00,"nan, Durham County",Durham County,46,white,male,0e55c98bd1,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Verbal Warning
19179520,2015-03-27,03:42:00,"nan, Durham County",Durham County,46,hispanic,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,H,W,Citation Issued
19179521,2015-03-27,06:55:00,"nan, Durham County",Durham County,25,white,male,8fbd51c440,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
